"City Id","City name","Total Users",Percentage
15921,"Pratap Chhapara",1,0.00
17590,"Kazmabad Goon",1,0.00
15548,"coat of arms",1,0.00
17107,Alum,1,0.00
18083,Rataul,1,0.00
19174,Goalpara,1,0.00
18406,Nazarpura,1,0.00
17876,Sosandi,1,0.00
4583,thought,1,0.00
16298,Chhatauli,1,0.00
15933,Man,1,0.00
17603,Kasrawad,1,0.00
15560,Sisai,1,0.00
17119,"Kurthi Diha",1,0.00
18094,Jaora,1,0.00
16704,"Motipur Kalan",1,0.00
18443,"Oghat Khapri",1,0.00
17890,"I drive",1,0.00
13880,tear,1,0.00
5083,Cherakhera,1,0.00
16041,Jamura,1,0.00
17746,"Chak Fazalpur",1,0.00
15667,Zerpur,1,0.00
17262,Pitaunjia,1,0.00
16814,Pranpura,1,0.00
16230,Goila,1,0.00
19489,KSHAMA,1,0.00
15862,Barbigha,1,0.00
17514,Chautala,1,0.00
15485,Jagannathpur,1,0.00
18017,Narauli,1,0.00
16635,Baghda,1,0.00
7790,"Tikaula Kalan",1,0.00
16524,Mirkhedi,1,0.00
16149,Bajpai,1,0.00
15776,Sakoti,1,0.00
2846,Latghat,1,0.00
16922,Haggai,1,0.00
16338,"Sarai Chaimal",1,0.00
15970,Phoolpur,1,0.00
17653,Gairatganj,1,0.00
15596,Jhonjhi,1,0.00
17176,Karsari,1,0.00
18131,Pichhore,1,0.00
16739,Dhuwa,1,0.00
19332,Ar-Riyad,1,0.00
18519,Barnahal,1,0.00
16932,Mubarikpur,1,0.00
17939,Dharhara,1,0.00
16562,"Windows NO.II",1,0.00
14691,dhumri,1,0.00
5702,Manglaur,1,0.00
16453,Honhemorha,1,0.00
16079,Konch,1,0.00
17790,nastgawan,1,0.00
10205,"Butane Kundu",1,0.00
15703,Khurda,1,0.00
17311,"Dev Rampur",1,0.00
1327,America,1,0.00
16850,Bhawar,1,0.00
17557,"Saheb Chhapra",1,0.00
18690,Sindhudurg,1,0.00
846,"Imiliya Kheda",1,0.00
18056,"to the tour",1,0.00
12930,ajjabad,1,0.00
16376,"Jhorar Rohi",1,0.00
16004,"Chota Sijulata",1,0.00
17700,Mahthaur,1,0.00
18828,Uttarkashi,1,0.00
9047,Arjuna,1,0.00
15631,"Impetuous Kithor",1,0.00
18179,portal,1,0.00
16776,Mahuapatan,1,0.00
19414,Tursain,1,0.00
15827,Hasnapur,1,0.00
17471,Chauda,1,0.00
551,"Kathia Hariram",1,0.00
15449,Bheekampur,1,0.00
16969,cariawan,1,0.00
17980,Sidhpura,1,0.00
15353,Kethora,1,0.00
16487,"Nanheda Anantpur",1,0.00
17828,"Hajipur Mo Alampur",1,0.00
11376,Murtizapur,1,0.00
15742,Dahaur,1,0.00
17362,Ashnera,1,0.00
2111,Dulhapur,1,0.00
16887,bloom,1,0.00
596,capacity,1,0.00
15460,Madhawan,1,0.00
16981,Karanpur,1,0.00
17994,Subhanpur,1,0.00
16610,"Siswar Kala",1,0.00
15379,Rahiwada,1,0.00
6908,Garhutia,1,0.00
16501,Mohrub,1,0.00
16126,Frames,1,0.00
17842,Kaserwakhurd,1,0.00
11709,Badausha,1,0.00
15754,Palia,1,0.00
17377,Ajnoll,1,0.00
2478,"get up",1,0.00
16898,Asmayalpur,1,0.00
16310,"Gosain Continent",1,0.00
17617,"Farezarabad Mass",1,0.00
15574,"Khutaha West",1,0.00
17134,Bhandsar,1,0.00
18105,Gumthal,1,0.00
16717,Garphandiya,1,0.00
291,joura,1,0.00
17907,Rattle,1,0.00
14137,Israuli,1,0.00
5424,Suddy,1,0.00
16428,Sonkatch,1,0.00
16053,"Nari Pachdewra",1,0.00
17760,"Marai Kalan",1,0.00
18891,Rutshuru,1,0.00
9791,"Joydev Kenduli",1,0.00
15678,Bhaisahiya,1,0.00
17277,"Shahab Pur",1,0.00
1244,"Ghaso Kalan",1,0.00
16826,Manakdiha,1,0.00
16242,Chakra,1,0.00
19524,"Bagaha-2 Block",1,0.00
15874,"Bharsoli Jangle",1,0.00
17531,"Abdullapur Modi",1,0.00
15499,Bagonwali,1,0.00
17018,free,1,0.00
18031,Hemrajpur,1,0.00
16648,Salwan,1,0.00
15414,Sirondhan,1,0.00
16538,"Jungle No9",1,0.00
16160,"Bhaisuria Mujahidpur",1,0.00
12469,Anawarpur,1,0.00
15788,Gajraula,1,0.00
3042,Mihona,1,0.00
16350,Hardikothar,1,0.00
17671,"Repora Rampur Bali",1,0.00
18799,"Zahran Al Janub",1,0.00
15609,Ganguli,1,0.00
17192,palojori,1,0.00
18145,Makandpur,1,0.00
16752,barohi,1,0.00
19355,"Jind Tehsil",1,0.00
17440,Nonbatta,1,0.00
16945,"Chak Shadi Nagar",1,0.00
17951,"Randhir Pur",1,0.00
14846,Kuchesar,1,0.00
16465,Chirimiri,1,0.00
16090,Kirtaul,1,0.00
17801,Kalalti,1,0.00
10401,small,1,0.00
15716,Ashrafghar,1,0.00
17329,Barsaita,1,0.00
1461,Shahpur,1,0.00
16863,"Jakhod Khera",1,0.00
16277,"Jyorah Kalyanpur",1,0.00
17573,"in trouble",1,0.00
897,Phoolan,1,0.00
15536,Soon,1,0.00
17073,Jahangirpur,1,0.00
18068,"Bisunpur Mafi",1,0.00
19111,Aizawl,1,0.00
17865,Vijaipur,1,0.00
13368,Paibandabad,1,0.00
16017,Mangala,1,0.00
17713,Dulahipur,1,0.00
9121,Shaulana,1,0.00
17233,deoranian,1,0.00
18197,"I&#39;m afraid",1,0.00
1081,Saguaro,1,0.00
16206,"Khanpur Masodha",1,0.00
17486,"Goraita Shri Ram",1,0.00
4603,Kannod,1,0.00
16402,"Barat Pahari",1,0.00
16030,Puraini,1,0.00
17732,Sonpuri,1,0.00
15657,Rawli,1,0.00
17249,Sankhol,1,0.00
18213,"khardon Kalan",1,0.00
16804,"Ch. Sir Chhotu Ram Nagar",1,0.00
16218,Mansukhpur,1,0.00
19463,Morang,1,0.00
15852,curls,1,0.00
17503,mortaka,1,0.00
632,"Dabki Junardar",1,0.00
15475,"Jungal Bujurg",1,0.00
16994,Jatipura,1,0.00
18006,Bilhaur,1,0.00
16621,Motipur,1,0.00
15392,"Shekhwala Grunt",1,0.00
7207,Read,1,0.00
16512,"Kherli Kankar",1,0.00
16139,"Ram Daspur Nevada",1,0.00
17858,Ghunghrawli,1,0.00
12041,"Banipara Maharaj",1,0.00
17395,"Saidpur Khurd",1,0.00
2642,"Sarae Muzaffar",1,0.00
16912,Madhoganj,1,0.00
16328,Mochipur,1,0.00
17638,Kaimganj,1,0.00
18770,Bangla,1,0.00
15586,"Lakhma Khedi",1,0.00
17156,Kesariya,1,0.00
18119,Malak,1,0.00
19307,Mukher,1,0.00
17406,"Raoli Kalan",1,0.00
18493,Dupariya,1,0.00
17922,"stop them",1,0.00
14476,"Chhota Bass",1,0.00
16441,Rabhra,1,0.00
16068,Gohana,1,0.00
17778,"Jamburdi Sarwar",1,0.00
18930,Engul,1,0.00
9940,Faijullahpur,1,0.00
15691,Madiya,1,0.00
1281,Barehat,1,0.00
16839,Bahariya,1,0.00
19543,Golaghat,1,0.00
17544,Madanpur,1,0.00
17031,Mauranipur,1,0.00
18043,Raibigo,1,0.00
8677,"temple day",1,0.00
16551,guilt,1,0.00
12782,Babri,1,0.00
15800,Delha,1,0.00
16365,"Pratap Ganj",1,0.00
15994,Bilonasera,1,0.00
17685,Khokariya,1,0.00
18813,Tiruchirappalli,1,0.00
15621,hold,1,0.00
17206,Beholi,1,0.00
18164,"Feel Nagar",1,0.00
16766,Mokalgaon,1,0.00
16183,Bubakpur,1,0.00
16958,Pipaldhar,1,0.00
17967,Nindana,1,0.00
16587,Argamo,1,0.00
6211,Sarawan,1,0.00
16476,"Pure Tilakram",1,0.00
16103,Uniform,1,0.00
17816,Narnaund,1,0.00
10807,Since,1,0.00
15731,Baghmara,1,0.00
17347,Marhowrah,1,0.00
1759,"Pipalya Nath",1,0.00
16874,"Poore Diwan",1,0.00
16288,Puranhia,1,0.00
15922,Tanakpur,1,0.00
17591,Kelod,1,0.00
18722,Garhia,1,0.00
933,Sakarwat,1,0.00
15549,Amliphaliya,1,0.00
18084,Thengha,1,0.00
16692,Machariya,1,0.00
17877,Balgam,1,0.00
13603,Belbharia,1,0.00
16299,Mirjapur,1,0.00
15934,Dorinagar,1,0.00
17604,gambling,1,0.00
976,Harsinghpur,1,0.00
15561,"Ali Brahman",1,0.00
17121,"Raja Ka Tajpur",1,0.00
18095,"Sawali Kheda",1,0.00
16705,Atail,1,0.00
19242,"Ram Nagar Block",1,0.00
238,Kharagpur,1,0.00
17894,Baliyali,1,0.00
13912,Chafriya,1,0.00
5225,peaks,1,0.00
16043,Sigarpur,1,0.00
17747,Manikpur,1,0.00
18873,Haveri,1,0.00
9588,"Radhna Inayatpur",1,0.00
17264,Khajauli,1,0.00
18235,Sanwreej,1,0.00
1197,Phallar,1,0.00
16815,Kargaina,1,0.00
16231,"Kadaiya Kalan",1,0.00
19496,Tirupattur,1,0.00
18643,Hiramanpur,1,0.00
710,Bachelor,1,0.00
15486,"Garhi Alawalpur",1,0.00
17006,Saikheda,1,0.00
18018,marripadu,1,0.00
16636,goats,1,0.00
15403,"Semra Shahpur",1,0.00
16525,Maner,1,0.00
16150,Daudnagar,1,0.00
12190,Please,1,0.00
15777,coltha,1,0.00
2887,Sheikhupur,1,0.00
16339,"Salauddin Pur",1,0.00
15971,"Karondi Mangarh",1,0.00
17655,Beohari,1,0.00
17177,acre,1,0.00
18132,Acholi,1,0.00
16742,Satpokhari,1,0.00
17426,tall,1,0.00
431,Jamli,1,0.00
16933,"Rampur Bhawanipur",1,0.00
17940,"King Umari",1,0.00
16563,Nayur,1,0.00
5704,"Bhogli Ahtmali",1,0.00
16454,Chanlidiya,1,0.00
16080,"Mundia Khera",1,0.00
17791,Jamsing,1,0.00
19024,"Lee County",1,0.00
10208,Telinangli,1,0.00
15704,Time,1,0.00
17312,"Sikandar Pur",1,0.00
16267,Bagadara,1,0.00
15899,Narawala,1,0.00
17558,Larpur,1,0.00
857,Khetalpur,1,0.00
15525,Bella,1,0.00
17051,"Say 568",1,0.00
18057,"Nasirpur Kodari",1,0.00
16670,advises,1,0.00
15437,Dawatpur,1,0.00
8876,Bahadarpur,1,0.00
12932,Gudeli,1,0.00
3784,"Khagipur Sadwa",1,0.00
16377,Junapani,1,0.00
16005,Belauri,1,0.00
18829,"Gorod Voronezh",1,0.00
9048,"Sumahi Mohan Singh",1,0.00
15632,Puwardadai,1,0.00
17221,goithaha,1,0.00
18182,fare,1,0.00
1022,Gardener,1,0.00
16777,Tekri,1,0.00
16196,Youth,1,0.00
19416,Kandhamal,1,0.00
15829,Chhutmalpur,1,0.00
17472,"Nagla Abua",1,0.00
555,"Rasulpur Karmahri",1,0.00
16970,"long ago",1,0.00
17981,"Dhani Lachman",1,0.00
16599,Bahbalpur,1,0.00
15357,Simariya,1,0.00
6580,Gang,1,0.00
16490,Begampur,1,0.00
16115,Ragaul,1,0.00
17830,Tendukheda,1,0.00
11504,Kauriram,1,0.00
15743,Mankenda,1,0.00
17363,Sanpka,1,0.00
2123,"Saiyed Sarawan",1,0.00
16888,"Arjun Baroda",1,0.00
15841,Khashu,1,0.00
17489,Shumba,1,0.00
598,Amoti,1,0.00
16982,"Alipur Gijhauri",1,0.00
17995,Indaur,1,0.00
16611,"Mila Ayama",1,0.00
15381,"Nandanwadi Mal.",1,0.00
6940,Nakipur,1,0.00
16502,purchase,1,0.00
16128,Kadipur,1,0.00
17843,Bachhpur,1,0.00
11710,Birnai,1,0.00
15755,"Sirsal Darkaoda",1,0.00
2505,Dharmaili,1,0.00
16899,Surana,1,0.00
16311,Chinashapur,1,0.00
15949,Padmanabhpur,1,0.00
18751,Yumbo,1,0.00
15575,Used,1,0.00
17137,"Pavi Sadakpur",1,0.00
18106,"Chandu Nagala",1,0.00
16718,pandal,1,0.00
17908,Garatol,1,0.00
5454,Goraiya,1,0.00
16429,foundation,1,0.00
16054,"Arjaheri Village",1,0.00
17762,Sarbaha,1,0.00
15679,Devsar,1,0.00
17278,Damkora,1,0.00
18284,condition,1,0.00
16243,Ghatampur,1,0.00
19525,"North Tripura",1,0.00
15877,Telepara,1,0.00
17533,Anandi,1,0.00
736,Bharawan,1,0.00
17020,Saturday,1,0.00
16649,Dahendu,1,0.00
8229,"To morning",1,0.00
16539,Secunderabad,1,0.00
16161,"Nonha Kalan",1,0.00
12473,"Saeo Patti Banger",1,0.00
16351,kitchen,1,0.00
15982,Khandar,1,0.00
17672,things,1,0.00
17193,Burhakhap,1,0.00
18146,"Suthana Barsola",1,0.00
16753,trust,1,0.00
19361,"North Bastar Kanker",1,0.00
17443,Waisar,1,0.00
18546,Chamarpura,1,0.00
16946,"Samar Singh",1,0.00
17952,Ranaira,1,0.00
16576,Delauna,1,0.00
14847,Dalelgarh,1,0.00
6065,Mahdeiya,1,0.00
16466,"Sohna Rural",1,0.00
16091,mahodra,1,0.00
10418,Siltar,1,0.00
15717,Nounpur,1,0.00
17331,Karsara,1,0.00
18350,Usawan,1,0.00
1462,"bazaar students",1,0.00
16864,Malara,1,0.00
15911,Bhairopur,1,0.00
18710,"Chater Kheda",1,0.00
901,Jalwara,1,0.00
18069,"Ajner boiler",1,0.00
16682,Nasrullaganj,1,0.00
17866,Babu,1,0.00
13394,Bangherimahabatpur,1,0.00
4219,Dhodhai,1,0.00
16018,Harballabhpur,1,0.00
17715,Bhalugarh,1,0.00
9143,Samod,1,0.00
15645,Gumanpura,1,0.00
17234,"City Taluka Mahmudpur",1,0.00
18198,"Gangapur Patia",1,0.00
16793,Kathwara,1,0.00
16207,Lead,1,0.00
13610,Murila,1,0.00
4668,"Kosikalan Rural",1,0.00
16403,Joya,1,0.00
16031,Raghopur,1,0.00
17733,Sherdeeh,1,0.00
9277,Chiklya,1,0.00
17251,dog,1,0.00
18214,Sarayindrawat,1,0.00
16805,Hingti,1,0.00
19470,munsurpur,1,0.00
15853,alode,1,0.00
17504,Chanduwas,1,0.00
638,Jhaetera,1,0.00
15476,Gausganj,1,0.00
16995,Kabeerganj,1,0.00
18007,Khandewara,1,0.00
16626,Raiwala,1,0.00
15393,Kamolia,1,0.00
16514,Barwad,1,0.00
16140,Mahrauni,1,0.00
17859,Makula,1,0.00
12042,Seve,1,0.00
15767,tetria,1,0.00
17397,eh,1,0.00
2643,Bhorha,1,0.00
16329,"Asrawad Khurd",1,0.00
15960,Chakarbhatha,1,0.00
17640,Digal,1,0.00
15587,Bindgawan,1,0.00
17157,Ekalbihari,1,0.00
18120,"Killi Nihal Singhwali",1,0.00
16730,Pirara,1,0.00
19308,Alone,1,0.00
18494,Al-Ahsa,1,0.00
379,Bhadawan,1,0.00
16923,Daudpur,1,0.00
17923,Bhainsai,1,0.00
16443,Bamhauri,1,0.00
17779,"Asrawe Kalan",1,0.00
9941,Lakhna,1,0.00
15692,"Ramnagar Kashipur",1,0.00
17294,Govindgarh,1,0.00
1282,"Behta Kalan",1,0.00
16840,kandra,1,0.00
16257,Mandapeta,1,0.00
15889,Kalanwali,1,0.00
17545,"Madan Sath",1,0.00
15512,Ararpakar,1,0.00
17032,"Nangal Sabha",1,0.00
18044,"Sabalpur Pachami",1,0.00
16660,Parsauhiya,1,0.00
15427,Unchehara,1,0.00
16552,Brother,1,0.00
16174,"Mada Patna",1,0.00
3539,Khaneta,1,0.00
16366,Darwha,1,0.00
18815,Gajapati,1,0.00
17207,"Telia Chak",1,0.00
18167,Muraura,1,0.00
16767,Salons,1,0.00
17456,"in the light",1,0.00
18570,Bigaura,1,0.00
505,Jhapara,1,0.00
16959,Wear,1,0.00
17970,Umrao,1,0.00
6239,Sherkot,1,0.00
16104,Madhuban,1,0.00
10927,Samain,1,0.00
15732,Gotra,1,0.00
17348,Rhode,1,0.00
1836,Tiwaripur,1,0.00
16289,Kathakoni,1,0.00
15923,Fulwari,1,0.00
17592,Ghatiyabhana,1,0.00
937,"Pochhiya Brhm Asthan",1,0.00
18085,"Akos Bangar",1,0.00
19190,Balod,1,0.00
199,miss,1,0.00
17878,Chhadwana,1,0.00
16889,Kathmandu,1,0.00
16300,Gogana,1,0.00
15935,"Sandal Kalan",1,0.00
17605,Sirsia,1,0.00
977,"to us",1,0.00
15562,"Jungle Jagdishpur",1,0.00
17122,Hammer,1,0.00
18096,Baheri,1,0.00
16706,"Dharammarpur Uparwar",1,0.00
242,Leave,1,0.00
17895,"Farukh Nagar",1,0.00
14009,"Naqipur Bamnouli",1,0.00
5226,tapra,1,0.00
16417,"Kishunpur Kodia",1,0.00
16044,"Vehicle Fac. Jabalpur",1,0.00
17748,Sikrori,1,0.00
9591,Daulpuri,1,0.00
15669,"Manga Patti",1,0.00
17265,nature,1,0.00
1198,Buchakpur,1,0.00
16816,Forbesganj,1,0.00
19499,Peddapalli,1,0.00
15865,Bamor,1,0.00
17517,"Samra Naserpur",1,0.00
18645,Excavator,1,0.00
711,See,1,0.00
15487,"Rajpur Rayti",1,0.00
18019,"Sleeping Rural",1,0.00
15404,Langari,1,0.00
8073,"Bhourha Pure Ganga",1,0.00
16527,"only Sarai",1,0.00
16151,Thakarda,1,0.00
12201,"Mohammadpur Sottar",1,0.00
15778,Jaito,1,0.00
2896,Balaujha,1,0.00
16340,Nabha,1,0.00
15972,"Byorkasmabad Sikanderpur Urf H",1,0.00
17657,Akaldhara,1,0.00
15599,"Madona Jafrabad",1,0.00
17178,"Chhapra urf Chaku Chhapra",1,0.00
18133,Shamsherpur,1,0.00
16743,"Baburi Garbi",1,0.00
17427,"Arazitalvant Ray",1,0.00
16934,pandedih,1,0.00
17941,"Bichpuri T. Jogi Ther",1,0.00
14733,Mangaluru,1,0.00
5705,Ahraura,1,0.00
16081,Pahasu,1,0.00
17792,Mahrauli,1,0.00
19025,Rupandehi,1,0.00
10217,Bijhauli,1,0.00
15705,knee,1,0.00
17314,Nayapura,1,0.00
1337,Chirpura,1,0.00
16852,"Nagla Umer",1,0.00
15900,sehwar,1,0.00
17559,Bandjhi,1,0.00
865,Jhinjhak,1,0.00
17052,Misripur,1,0.00
18058,salah,1,0.00
16671,"Aueiya Pur",1,0.00
15438,"internal medicine",1,0.00
8877,"Khairi Must",1,0.00
12933,Newal,1,0.00
3854,"Telri alias Pachaur",1,0.00
16379,"Alauddin Patti",1,0.00
17702,"Raja Nagar",1,0.00
15633,Saidapur,1,0.00
17222,Gadauli,1,0.00
18186,Khanna,1,0.00
16778,Sanwer,1,0.00
19418,Varatara,1,0.00
15831,Sonturpi,1,0.00
17474,Chuhi,1,0.00
18589,Ri-Bhoi,1,0.00
561,Jalesar,1,0.00
15451,Sonera,1,0.00
16971,Jhawar,1,0.00
17982,Sangaria,1,0.00
16600,Keep,1,0.00
6583,Shahbazpur,1,0.00
16491,Sabdalpur,1,0.00
16116,Karrapur,1,0.00
17831,Newada,1,0.00
11572,"Bishankheda Village",1,0.00
17364,Jauri,1,0.00
2139,Bhogon,1,0.00
16208,"Goyal Khedi",1,0.00
19443,"Imphal East",1,0.00
17490,Janwasa,1,0.00
600,"Urla Jagir",1,0.00
15464,Amdan,1,0.00
16983,"Bala Tanr",1,0.00
17996,"Isapur Banger",1,0.00
16612,"Kheri Taloda",1,0.00
15382,"Jiginian Munjapta",1,0.00
16503,"Sarroi Bazar",1,0.00
16129,Meghwa,1,0.00
17844,Kalibillod,1,0.00
11711,"Shakkar Khedi",1,0.00
15756,Deobari,1,0.00
2508,Bijainagar,1,0.00
16900,Landran,1,0.00
16312,Susan,1,0.00
17139,Barthara,1,0.00
18108,Kundarki,1,0.00
16719,"Mandai Kalan",1,0.00
19275,"Amphoe Chaloem Phra Kiat",1,0.00
296,Rajpur,1,0.00
17910,"Qutab Puri Buzarg",1,0.00
14177,Bojhi,1,0.00
16430,Badarkha,1,0.00
16055,Basbitti,1,0.00
17763,"Enait Nagar Grant",1,0.00
18893,"Broward County",1,0.00
9804,"Turn down",1,0.00
15680,Koratha,1,0.00
17279,Narhat,1,0.00
16829,Junidhal,1,0.00
16245,Mahawatgarh,1,0.00
15878,"Godahiya No. 1To 4",1,0.00
17534,Atesar,1,0.00
741,"Gangbarar Chitawan Patti",1,0.00
15501,Dimension,1,0.00
17021,Panchmahla,1,0.00
18033,Meghpar,1,0.00
16650,Afzalgarh,1,0.00
15417,Raitanda,1,0.00
16540,"Khalakpur Khurd",1,0.00
16163,Goad,1,0.00
12524,Saints,1,0.00
3148,Tigaon,1,0.00
16352,Jagra,1,0.00
15983,Khatauli,1,0.00
17675,Bidwal,1,0.00
18801,Gidorhat,1,0.00
15612,"Kalinjara Urf Badalganj",1,0.00
17194,Daughter,1,0.00
16755,Nimatpur,1,0.00
19364,Bahadurabad,1,0.00
17444,Barasath,1,0.00
16947,Barwaha,1,0.00
17953,"Kedli Khurd",1,0.00
16577,Doha,1,0.00
14853,Khanota,1,0.00
16467,Pachra,1,0.00
16092,stick,1,0.00
17804,"Tanda Kothi",1,0.00
10450,Ratanpur,1,0.00
15718,Maandi,1,0.00
17332,Rachaurah,1,0.00
1463,barrel,1,0.00
16865,Pastana,1,0.00
16279,Radaur,1,0.00
17578,Ashothar,1,0.00
18711,Tumkur,1,0.00
15539,Tirupati,1,0.00
17077,"Majhiari Amad Chail",1,0.00
18070,Matrameta,1,0.00
16683,Bhithauli,1,0.00
181,"Sachin INA",1,0.00
17867,Matiyari,1,0.00
13439,Wornar,1,0.00
4220,madhaipur,1,0.00
16393,Mahrajgaunj,1,0.00
16019,Chilkana,1,0.00
17716,"Special Sanauri",1,0.00
9144,Mirghan,1,0.00
17235,Ratikar,1,0.00
18199,Rajganj,1,0.00
1094,"Yaqutpur Yaqutpur",1,0.00
17880,Bhursandi,1,0.00
4690,Khanak,1,0.00
16404,Mandhai,1,0.00
16032,knit,1,0.00
17736,Bichpadi,1,0.00
18861,Thiruvarur,1,0.00
9289,"Madhawapur Raghunath",1,0.00
15659,Uchakgaon,1,0.00
17252,Akbalpur,1,0.00
18215,Qasimabad,1,0.00
1151,Hasangarh,1,0.00
16806,Shimla,1,0.00
16221,"Asoda Todran",1,0.00
17505,"Sisai Mafi",1,0.00
641,seagull,1,0.00
15477,"Devgarh Kamasin",1,0.00
16996,"Sarkara Karim",1,0.00
18008,Sergarh,1,0.00
16627,Narach,1,0.00
15394,Jharpo,1,0.00
16141,"Hidu Khera",1,0.00
17860,"We are",1,0.00
12047,Mahbubnagar,1,0.00
15768,"Barkheda Rathaur",1,0.00
17398,dirty,1,0.00
16914,Reply,1,0.00
16330,"Nagla Chhattu",1,0.00
18774,"Atthaisa Gonda",1,0.00
15588,"Hakimpur Disaundhi Ahatmali",1,0.00
18123,"Jagatpur Sahil",1,0.00
16731,"Pat Khauli",1,0.00
19310,Washim,1,0.00
17410,Ekawana,1,0.00
16924,"Bahrampur urf Masankhon",1,0.00
17927,Deorakha,1,0.00
14561,"Mohamadpur Muslim",1,0.00
16444,"Chak Barauna",1,0.00
16070,Gidhili,1,0.00
17780,Aewaria,1,0.00
9942,Nainpur,1,0.00
15693,"Bari Anjaniya",1,0.00
17296,Renusagar,1,0.00
18306,Kusarhi,1,0.00
1303,"Rasulpur Diyara",1,0.00
16841,Nazirpur,1,0.00
15513,"You will be Pipria",1,0.00
18045,Baded,1,0.00
16661,Kalipathar,1,0.00
15428,"Al Jubayl",1,0.00
8736,Kauria,1,0.00
16175,"Ratta Theh",1,0.00
12785,Baikunthpur,1,0.00
16367,"they fell",1,0.00
15996,Dangipar,1,0.00
17688,Katghora,1,0.00
18816,Vizianagaram,1,0.00
15623,"Niralsi Urf Makh Kheri",1,0.00
17208,Dholu,1,0.00
18169,Ashanandpur,1,0.00
16185,Didaura,1,0.00
19390,Parsa,1,0.00
17457,Rohnath,1,0.00
506,Hinotiya,1,0.00
16961,Sonoera,1,0.00
17971,Bichaula,1,0.00
16589,Turkpatti,1,0.00
15152,Vinakpura,1,0.00
6253,"Haripur Harisingh",1,0.00
16478,Sarmera,1,0.00
16105,Karopi,1,0.00
17819,Lupunggutu,1,0.00
15733,corpse,1,0.00
17349,Badel,1,0.00
1931,howdy,1,0.00
16877,"When she was",1,0.00
16290,"Prataptand East",1,0.00
17593,"Ramkola Maphi",1,0.00
938,Bhuria,1,0.00
15551,Cast,1,0.00
17110,Ramual,1,0.00
18086,"Garhi Madhosingh",1,0.00
16694,"But Tikahar",1,0.00
18413,Barkapur,1,0.00
200,Angarpathar,1,0.00
15745,Karchana,1,0.00
17366,Pure,1,0.00
2140,Parsoriya,1,0.00
16890,"Dumri Kalan urf Madhuban Jadu",1,0.00
16301,Tirauli,1,0.00
18740,Rasiwas,1,0.00
17123,Nanhera,1,0.00
18097,"Pasiya Pura",1,0.00
16707,Sultanganj,1,0.00
18447,feeling,1,0.00
17896,Baman,1,0.00
14018,"Karanawala Khalsa",1,0.00
5227,Mundlana,1,0.00
16419,Churamanpur,1,0.00
16045,Ramgarh,1,0.00
17751,"Nagla Bihari",1,0.00
15670,Pabapur,1,0.00
17266,"Parvar Pashchim",1,0.00
16817,Soorgaon,1,0.00
16233,Nandipulam,1,0.00
19500,Puri,1,0.00
15866,France,1,0.00
17518,Nallaganakothapalli,1,0.00
15489,Samchana,1,0.00
18020,"Bakarpur Bank",1,0.00
16640,Navalpur,1,0.00
15405,Fulsungi,1,0.00
8074,Khoh,1,0.00
16529,Garhakota,1,0.00
16152,Lose,1,0.00
12294,Okari,1,0.00
2945,"Bhir Khas",1,0.00
16342,"Basahara Tarhar",1,0.00
15973,Utrethu,1,0.00
17658,Komarapalayam,1,0.00
15600,Balahpur,1,0.00
17181,Jitwaria,1,0.00
18135,Payagpur,1,0.00
16744,Baraith,1,0.00
19342,Senapati,1,0.00
17428,After,1,0.00
17942,look,1,0.00
16566,Correspondence,1,0.00
14755,Gangolihat,1,0.00
16456,Ikthara,1,0.00
16082,Dorwada,1,0.00
17793,"Bijoypur Maduri",1,0.00
10244,my,1,0.00
15707,"Hard Money",1,0.00
17315,"Nurpur Jharsa",1,0.00
16854,Dogeria,1,0.00
16269,Maholi,1,0.00
15901,"Kannayala Karanhat",1,0.00
17562,Ladawali,1,0.00
18698,Gilaula,1,0.00
866,terha,1,0.00
15527,"Sanda Faridpur",1,0.00
17054,Belkhedi,1,0.00
18059,Badlapur,1,0.00
16672,"Mangala Bandh",1,0.00
18355,Mansoorpur,1,0.00
12969,Blades,1,0.00
3855,Ratavirda,1,0.00
16008,Kailash,1,0.00
17703,Jeetnagar,1,0.00
9050,"Lehra Mohabbat",1,0.00
17223,Badora,1,0.00
18187,"Kasim Pur Maihari",1,0.00
16779,Chhaprauli,1,0.00
19419,Dibrugarh,1,0.00
15832,Rindal,1,0.00
17477,Harser,1,0.00
567,banua,1,0.00
15452,Loharu,1,0.00
16973,"Sikandarpur J.Kuluhagarha",1,0.00
17983,Gandher,1,0.00
16602,"Mawai Buzurg",1,0.00
15359,bald,1,0.00
6591,Job-1,1,0.00
16492,Dursa,1,0.00
16117,Lormi,1,0.00
17832,Ladpura,1,0.00
11581,Arthar,1,0.00
16210,Mahatpur,1,0.00
19444,"Jaitpur Kalan",1,0.00
17491,Phelsanda,1,0.00
613,Chanethi,1,0.00
17997,Kalimali,1,0.00
16613,nights,1,0.00
15383,Tiharipur,1,0.00
6942,"Nardoli Pukhta",1,0.00
16504,you,1,0.00
17846,Bagoura,1,0.00
15758,Keotiranwe,1,0.00
17386,"Barwa Kalan",1,0.00
16313,Majra,1,0.00
15951,"Lakhan Pur",1,0.00
17626,pariyar,1,0.00
18755,Lawngtlai,1,0.00
15577,"Sakhan Rajputan",1,0.00
17140,Bichhaura,1,0.00
18109,Muiyapar,1,0.00
18476,"Kherwali Paiwala",1,0.00
17911,Mohgaon,1,0.00
14179,"Graceful Fish",1,0.00
